Sum of Age,Sum of CommuteDistance,CommuteMode,Dept,EduLevel,Count of EmpID,EmpType,Gender,Sum of Experience,haveOT,JobLevel,Sum of JobSatisfaction,MaritalStatus,Sum of NumCompanies,Sum of NumReports,Sum of PhysicalActivityHours,Sum of SleepHours,Sum of Stress,Sum of TeamSize,Sum of TrainingHoursPerYear,Sum of WLB,Sum of WorkEnv,Sum of Workload
69,34,Public Transport,IT,Bachelor,3,Full-Time,Male,3,FALSE,Intern/Fresher,11,Single,0,0,7,21,4,72,30,14,9,7
129,76,Public Transport,IT,Bachelor,5,Full-Time,Male,18,FALSE,Junior,19,Single,4,0,13,33,7,30,107,19,19,11
52,24,Public Transport,IT,Bachelor,1,Full-Time,Male,1,FALSE,Lead,1,Divorced,10,5,2,7,3,21,50,2,3,4
190,74,Public Transport,IT,Bachelor,5,Full-Time,Male,52,FALSE,Mid,17,Married,25,0,7,32,6,62,177,18,17,10
55,33,Public Transport,IT,Bachelor,2,Full-Time,Male,11,FALSE,Mid,5,Single,3,0,3,12,6,23,65,4,9,9
163,101,Public Transport,IT,Bachelor,4,Full-Time,Male,53,FALSE,Senior,19,Married,24,18,11,29,5,66,187,17,14,8
133,71,Public Transport,IT,Bachelor,6,Full-Time,Male,1,TRUE,Intern/Fresher,23,Single,0,0,10,46,12,153,60,19,22,21
51,20,Public Transport,IT,Bachelor,2,Full-Time,Male,7,TRUE,Junior,2,Married,2,0,5,14,5,11,44,4,5,6
364,187,Public Transport,IT,Bachelor,14,Full-Time,Male,53,TRUE,Junior,35,Single,15,0,26,93,30,104,307,44,45,47
40,27,Public Transport,IT,Bachelor,1,Full-Time,Male,13,TRUE,Lead,4,Married,6,2,2,8,1,29,56,5,4,5
457,265,Public Transport,IT,Bachelor,13,Full-Time,Male,117,TRUE,Mid,38,Married,52,0,26,86,23,170,447,41,37,26
178,83,Public Transport,IT,Bachelor,6,Full-Time,Male,46,TRUE,Mid,16,Single,13,0,13,38,8,76,203,16,21,20
95,42,Public Transport,IT,Bachelor,2,Full-Time,Male,34,TRUE,Senior,8,Divorced,16,12,7,17,2,38,96,8,7,6
503,239,Public Transport,IT,Bachelor,13,Full-Time,Male,174,TRUE,Senior,34,Married,68,83,24,94,23,259,608,39,30,47
192,84,Public Transport,IT,Bachelor,6,Full-Time,Male,55,TRUE,Senior,19,Single,18,29,10,44,16,120,267,22,19,15
28,19,Public Transport,IT,Bachelor,1,Full-Time,Other,6,TRUE,Junior,4,Single,2,0,2,7,1,7,23,5,3,5
60,20,Public Transport,IT,Bachelor,1,Full-Time,Other,26,TRUE,Lead,4,Single,12,4,0,9,2,26,63,3,3,3
132,35,Public Transport,IT,Bachelor,3,Full-Time,Other,32,TRUE,Mid,12,Single,21,0,5,20,5,40,106,13,14,5
73,33,Public Transport,IT,Bachelor,2,Full-Time,Other,28,TRUE,Senior,6,Single,9,12,4,14,3,31,94,7,10,7
28,8,Public Transport,IT,Bachelor,1,Part-Time,Female,6,FALSE,Junior,5,Single,2,0,1,7,1,8,23,2,1,1
45,13,Public Transport,IT,Bachelor,1,Part-Time,Female,23,FALSE,Lead,4,Married,7,1,1,8,1,21,62,4,4,5
26,5,Public Transport,IT,Bachelor,1,Part-Time,Female,4,TRUE,Junior,4,Single,1,0,3,8,1,10,22,4,4,1
33,15,Public Transport,IT,Bachelor,1,Part-Time,Female,2,TRUE,Mid,4,Single,3,0,3,5,4,11,31,5,4,2
38,14,Public Transport,IT,Bachelor,1,Part-Time,Female,6,TRUE,Senior,1,Married,5,2,3,6,1,21,43,1,3,2
24,29,Public Transport,IT,Bachelor,1,Part-Time,Male,2,FALSE,Junior,5,Married,0,0,1,6,2,9,21,3,4,4
45,22,Public Transport,IT,Bachelor,1,Part-Time,Male,4,FALSE,Lead,4,Married,7,1,3,7,1,21,52,1,3,1
35,9,Public Transport,IT,Bachelor,1,Part-Time,Male,5,FALSE,Mid,4,Divorced,4,0,3,8,2,15,32,2,5,5
40,9,Public Transport,IT,Bachelor,1,Part-Time,Male,18,FALSE,Mid,4,Married,6,0,3,6,3,14,39,5,5,5
152,48,Public Transport,IT,Bachelor,3,Part-Time,Male,37,FALSE,Senior,9,Married,27,23,7,21,5,63,138,8,7,7
51,28,Public Transport,IT,Bachelor,2,Part-Time,Male,7,TRUE,Junior,5,Single,2,0,5,13,4,15,44,6,4,4
59,16,Public Transport,IT,Bachelor,1,Part-Time,Male,27,TRUE,Lead,4,Married,12,2,1,9,1,24,64,3,5,2
242,130,Public Transport,IT,Bachelor,7,Part-Time,Male,64,TRUE,Mid,25,Married,27,0,17,52,13,88,243,20,24,18
224,55,Public Transport,IT,Bachelor,6,Part-Time,Male,71,TRUE,Senior,12,Married,30,41,10,44,17,109,274,15,18,20
124,79,Public Transport,IT,Bachelor,4,Part-Time,Male,21,TRUE,Senior,11,Single,10,7,11,28,7,79,171,8,12,13
33,17,Public Transport,IT,Bachelor,1,Part-Time,Other,11,FALSE,Senior,2,Single,3,5,2,7,2,17,46,5,2,3
50,19,Public Transport,IT,Bachelor,1,Part-Time,Other,22,TRUE,Lead,1,Single,9,4,1,6,3,30,61,2,1,4
31,13,Public Transport,IT,Bachelor,1,Part-Time,Other,5,TRUE,Senior,5,Single,3,9,3,8,2,16,42,3,5,4
29,22,Public Transport,IT,High School,1,Contract,Female,7,FALSE,Junior,4,Single,2,0,2,7,1,5,24,5,1,5
52,31,Public Transport,IT,High School,2,Contract,Male,6,TRUE,Junior,8,Single,2,0,5,15,4,15,43,7,5,5
22,21,Public Transport,IT,High School,1,Full-Time,Male,0,FALSE,Intern/Fresher,4,Single,0,0,3,7,1,27,10,1,2,1
26,8,Public Transport,IT,High School,1,Full-Time,Male,4,FALSE,Junior,4,Married,1,0,1,8,3,9,22,2,3,1
23,8,Public Transport,IT,High School,1,Full-Time,Male,1,FALSE,Junior,3,Single,0,0,2,9,3,7,20,1,3,5
67,47,Public Transport,IT,High School,3,Full-Time,Male,1,TRUE,Intern/Fresher,8,Single,0,0,7,22,3,67,30,5,7,9
24,25,Public Transport,IT,High School,1,Full-Time,Male,2,TRUE,Junior,5,Married,0,0,3,7,1,7,21,4,1,4
144,118,Public Transport,IT,High School,6,Full-Time,Male,12,TRUE,Junior,18,Single,2,0,13,40,10,40,125,18,18,14
22,9,Public Transport,IT,High School,1,Full-Time,Other,0,FALSE,Junior,4,Single,0,0,2,7,3,5,20,5,5,4
23,8,Public Transport,IT,High School,1,Part-Time,Female,1,TRUE,Intern/Fresher,5,Single,0,0,1,5,1,20,10,1,3,2
45,31,Public Transport,IT,High School,2,Part-Time,Male,1,TRUE,Intern/Fresher,6,Single,0,0,1,13,3,58,20,5,6,8
25,26,Public Transport,IT,High School,1,Part-Time,Male,3,TRUE,Junior,1,Single,1,0,1,6,1,9,22,1,3,2
49,15,Public Transport,IT,Master,1,Full-Time,Female,8,FALSE,Lead,4,Divorced,9,4,1,7,1,28,54,5,5,1
110,45,Public Transport,IT,Master,2,Full-Time,Female,19,TRUE,Lead,4,Married,21,13,4,14,4,59,110,4,9,6
51,15,Public Transport,IT,Master,1,Full-Time,Male,14,FALSE,Lead,3,Married,9,1,4,6,1,20,57,3,1,1
103,16,Public Transport,IT,Master,2,Full-Time,Male,22,FALSE,Senior,8,Married,19,12,3,16,2,49,91,6,6,8
102,26,Public Transport,IT,Master,2,Full-Time,Male,17,TRUE,Lead,7,Divorced,19,13,7,14,3,58,108,4,6,4
41,9,Public Transport,IT,Master,1,Full-Time,Male,17,TRUE,Lead,1,Married,6,3,1,6,1,23,58,1,1,1
86,29,Public Transport,IT,Master,2,Full-Time,Male,37,TRUE,Mid,8,Married,14,0,5,15,3,28,78,8,5,4
182,62,Public Transport,IT,Master,5,Full-Time,Male,61,TRUE,Senior,17,Married,23,20,8,37,10,97,230,16,13,8
33,23,Public Transport,IT,Master,1,Full-Time,Male,11,TRUE,Senior,5,Single,3,4,2,8,1,15,46,2,5,2
54,18,Public Transport,IT,Master,1,Full-Time,Other,9,TRUE,Lead,3,Single,10,2,1,7,1,30,54,2,2,4
35,21,Public Transport,IT,Master,1,Full-Time,Other,7,TRUE,Mid,3,Single,4,0,2,7,1,14,34,2,2,5
35,27,Public Transport,IT,Master,1,Part-Time,Male,13,FALSE,Senior,4,Married,4,4,2,6,1,19,46,2,5,1
54,9,Public Transport,IT,Master,1,Part-Time,Male,13,TRUE,Senior,3,Married,10,5,2,8,1,22,46,2,2,1
58,26,Public Transport,IT,Master,1,Part-Time,Other,24,FALSE,Lead,5,Single,12,5,2,9,3,25,62,1,4,2
59,21,Public Transport,IT,Master,1,Part-Time,Other,16,FALSE,Senior,4,Single,12,4,2,7,1,22,48,5,2,1
33,7,Public Transport,IT,Master,1,Part-Time,Other,11,TRUE,Senior,3,Single,3,7,3,8,1,22,46,5,2,3
105,41,Public Transport,IT,PhD,2,Full-Time,Female,44,TRUE,Lead,7,Married,19,9,3,15,2,52,122,7,6,7
165,39,Public Transport,IT,PhD,3,Full-Time,Male,44,TRUE,Lead,9,Married,32,15,8,20,3,63,171,6,11,7
111,50,Public Transport,IT,PhD,2,Full-Time,Other,23,TRUE,Lead,5,Single,21,14,6,14,3,47,112,5,6,9
41,7,Public Transport,IT,PhD,1,Part-Time,Male,5,FALSE,Lead,2,Married,6,1,1,8,1,22,52,4,5,5
99,11,Public Transport,IT,PhD,2,Part-Time,Male,43,TRUE,Lead,7,Married,18,10,6,15,2,51,122,4,8,3
26,17,Public Transport,Legal,Bachelor,1,Contract,Female,4,FALSE,Junior,4,Single,1,0,1,9,1,6,22,1,1,2
60,8,Public Transport,Legal,Bachelor,1,Contract,Female,20,TRUE,Lead,1,Married,12,5,1,7,1,22,60,3,2,5
30,28,Public Transport,Legal,Bachelor,1,Contract,Female,7,TRUE,Senior,1,Married,2,4,4,7,4,16,44,4,3,5
51,23,Public Transport,Legal,Bachelor,2,Contract,Male,7,FALSE,Junior,6,Single,2,0,5,13,6,11,44,10,6,8
25,29,Public Transport,Legal,Bachelor,1,Contract,Other,3,FALSE,Junior,4,Single,1,0,1,8,1,10,22,5,1,3
29,22,Public Transport,Legal,Bachelor,1,Full-Time,Female,7,FALSE,Junior,4,Married,2,0,2,6,1,10,24,4,2,4
104,55,Public Transport,Legal,Bachelor,4,Full-Time,Female,16,FALSE,Junior,16,Single,4,0,11,27,5,29,88,15,14,13
93,42,Public Transport,Legal,Bachelor,2,Full-Time,Female,23,FALSE,Lead,8,Married,16,6,4,15,2,49,111,8,8,10
121,70,Public Transport,Legal,Bachelor,3,Full-Time,Female,41,FALSE,Mid,8,Married,18,0,5,19,5,35,110,4,8,9
28,5,Public Transport,Legal,Bachelor,1,Full-Time,Female,6,FALSE,Mid,4,Single,2,0,3,7,1,14,33,1,4,2
224,116,Public Transport,Legal,Bachelor,6,Full-Time,Female,59,FALSE,Senior,17,Married,28,16,9,41,9,116,270,19,14,20
69,13,Public Transport,Legal,Bachelor,2,Full-Time,Female,20,FALSE,Senior,5,Single,8,8,3,13,2,46,90,5,5,6
25,13,Public Transport,Legal,Bachelor,1,Full-Time,Female,3,TRUE,Junior,4,Married,1,0,0,8,1,7,22,2,5,2
60,26,Public Transport,Legal,Bachelor,1,Full-Time,Female,24,TRUE,Senior,4,Divorced,12,5,3,7,1,23,52,2,4,1
22,22,Public Transport,Legal,Bachelor,1,Full-Time,Male,0,FALSE,Intern/Fresher,4,Single,0,0,0,7,3,26,10,5,1,1
26,25,Public Transport,Legal,Bachelor,1,Full-Time,Male,4,FALSE,Junior,4,Married,1,0,1,6,1,6,22,4,5,1
107,67,Public Transport,Legal,Bachelor,4,Full-Time,Male,14,FALSE,Junior,13,Single,6,0,7,28,5,32,88,16,11,11
54,19,Public Transport,Legal,Bachelor,1,Full-Time,Male,8,FALSE,Lead,4,Married,10,1,2,8,3,26,54,4,3,1
75,26,Public Transport,Legal,Bachelor,2,Full-Time,Male,7,FALSE,Mid,6,Married,10,0,3,14,2,23,63,4,6,6
57,21,Public Transport,Legal,Bachelor,2,Full-Time,Male,13,FALSE,Mid,5,Single,4,0,7,13,8,25,67,9,4,8
207,68,Public Transport,Legal,Bachelor,5,Full-Time,Male,57,FALSE,Senior,17,Married,31,27,7,36,7,97,229,13,9,16
30,19,Public Transport,Legal,Bachelor,1,Full-Time,Male,8,FALSE,Senior,5,Single,2,2,2,6,1,18,44,5,5,2
26,26,Public Transport,Legal,Bachelor,1,Full-Time,Male,4,TRUE,Junior,3,Single,1,0,1,8,1,8,22,3,1,4
36,13,Public Transport,Legal,Bachelor,1,Full-Time,Male,9,TRUE,Mid,2,Single,4,0,3,7,1,15,34,5,4,4
37,28,Public Transport,Legal,Bachelor,1,Full-Time,Other,3,FALSE,Mid,1,Single,5,0,2,6,1,11,32,4,1,5
63,43,Public Transport,Legal,Bachelor,2,Full-Time,Other,19,FALSE,Senior,8,Single,6,11,5,16,5,34,89,7,7,9
44,16,Public Transport,Legal,Bachelor,1,Full-Time,Other,22,TRUE,Lead,2,Single,7,5,2,7,3,26,61,2,5,1
28,28,Public Transport,Legal,Bachelor,1,Part-Time,Female,6,FALSE,Junior,4,Single,2,0,1,8,1,5,23,3,1,1
53,25,Public Transport,Legal,Bachelor,1,Part-Time,Female,13,FALSE,Lead,5,Married,10,2,1,8,2,22,56,4,5,2
91,36,Public Transport,Legal,Bachelor,2,Part-Time,Female,31,FALSE,Senior,6,Married,15,8,4,15,3,40,95,6,9,8
27,21,Public Transport,Legal,Bachelor,1,Part-Time,Female,5,TRUE,Junior,3,Single,1,0,2,7,3,8,22,5,2,2
78,36,Public Transport,Legal,Bachelor,2,Part-Time,Male,27,FALSE,Mid,7,Married,11,0,5,13,7,22,73,8,3,4
33,19,Public Transport,Legal,Bachelor,1,Part-Time,Male,11,FALSE,Mid,2,Single,3,0,2,9,2,13,36,1,1,3
47,13,Public Transport,Legal,Bachelor,1,Part-Time,Male,12,FALSE,Senior,5,Married,8,2,3,6,1,20,46,5,5,1
48,43,Public Transport,Legal,Bachelor,2,Part-Time,Male,4,TRUE,Junior,7,Single,1,0,5,13,3,17,42,10,5,6
45,50,Public Transport,Legal,High School,2,Full-Time,Female,1,FALSE,Intern/Fresher,8,Single,0,0,5,13,3,48,20,2,5,7
24,17,Public Transport,Legal,High School,1,Full-Time,Female,2,FALSE,Junior,4,Married,0,0,1,8,1,7,21,4,2,2
22,27,Public Transport,Legal,High School,1,Full-Time,Female,0,FALSE,Junior,2,Single,0,0,1,9,1,9,20,2,3,4
24,16,Public Transport,Legal,High School,1,Full-Time,Male,2,FALSE,Junior,4,Single,0,0,2,7,4,7,21,5,1,1
22,6,Public Transport,Legal,High School,1,Part-Time,Male,0,FALSE,Intern/Fresher,4,Single,0,0,4,8,2,23,10,1,5,5
48,22,Public Transport,Legal,Master,1,Contract,Female,26,FALSE,Senior,3,Married,8,8,2,6,2,23,53,1,4,3
31,7,Public Transport,Legal,Master,1,Contract,Male,6,FALSE,Senior,5,Married,3,7,0,7,3,21,43,3,2,5
56,8,Public Transport,Legal,Master,1,Full-Time,Female,29,FALSE,Lead,3,Married,11,6,2,8,4,20,64,4,1,1
28,10,Public Transport,Legal,Master,1,Full-Time,Female,6,FALSE,Mid,4,Single,2,0,3,7,1,11,33,5,2,2
36,26,Public Transport,Legal,Master,1,Full-Time,Female,3,FALSE,Senior,4,Single,4,1,1,9,3,25,42,3,3,3
31,23,Public Transport,Legal,Master,1,Full-Time,Female,4,TRUE,Senior,3,Married,3,4,1,7,1,19,42,2,2,4
36,14,Public Transport,Legal,Master,1,Full-Time,Female,9,TRUE,Senior,3,Single,4,8,0,8,2,16,44,4,2,1
56,6,Public Transport,Legal,Master,1,Full-Time,Male,12,FALSE,Lead,3,Married,11,8,1,8,1,26,56,2,3,4
40,26,Public Transport,Legal,Master,1,Full-Time,Male,18,FALSE,Senior,4,Married,6,4,2,6,2,18,49,3,4,4
31,29,Public Transport,Legal,Master,1,Full-Time,Other,8,FALSE,Mid,4,Single,3,0,1,8,1,11,34,4,1,3
37,24,Public Transport,Legal,Master,1,Part-Time,Male,15,FALSE,Senior,3,Married,5,1,1,5,1,20,48,3,2,2
45,22,Public Transport,Legal,PhD,1,Full-Time,Female,21,FALSE,Lead,3,Married,7,4,3,7,1,22,60,4,3,5
22,13,Public Transport,Marketing,Bachelor,1,Contract,Female,0,FALSE,Intern/Fresher,1,Single,0,0,2,6,3,24,10,2,5,4
51,19,Public Transport,Marketing,Bachelor,2,Contract,Female,7,FALSE,Mid,8,Married,1,0,3,14,2,25,63,6,3,5
38,14,Public Transport,Marketing,Bachelor,1,Contract,Female,3,FALSE,Mid,1,Single,5,0,2,5,3,14,32,3,5,5
38,19,Public Transport,Marketing,Bachelor,1,Contract,Female,16,FALSE,Senior,1,Married,5,7,3,8,3,18,48,3,2,5
46,47,Public Transport,Marketing,Bachelor,2,Full-Time,Female,2,FALSE,Intern/Fresher,9,Single,0,0,5,13,2,51,20,7,6,6
107,55,Public Transport,Marketing,Bachelor,4,Full-Time,Female,17,FALSE,Junior,11,Single,5,0,6,25,12,33,89,9,10,12
87,28,Public Transport,Marketing,Bachelor,2,Full-Time,Female,29,FALSE,Lead,8,Married,14,9,3,15,4,56,115,8,7,6
210,98,Public Transport,Marketing,Bachelor,6,Full-Time,Female,58,FALSE,Mid,23,Married,24,0,12,47,11,68,209,22,15,18
24,29,Public Transport,Marketing,Bachelor,1,Full-Time,Female,2,FALSE,Mid,5,Single,0,0,3,9,1,13,31,4,3,5
84,50,Public Transport,Marketing,Bachelor,2,Full-Time,Female,36,FALSE,Senior,6,Divorced,13,14,4,16,5,46,98,5,3,10
230,59,Public Transport,Marketing,Bachelor,5,Full-Time,Female,51,FALSE,Senior,16,Married,38,22,12,33,7,109,224,13,13,15
179,80,Public Transport,Marketing,Bachelor,5,Full-Time,Female,62,FALSE,Senior,19,Single,22,17,12,37,8,104,231,12,14,17
60,36,Public Transport,Marketing,Bachelor,2,Full-Time,Female,14,TRUE,Mid,7,Single,4,0,6,16,2,27,66,6,4,8
30,6,Public Transport,Marketing,Bachelor,1,Full-Time,Female,8,TRUE,Senior,1,Single,2,8,1,7,5,21,44,1,5,3
25,27,Public Transport,Marketing,Bachelor,1,Full-Time,Male,1,FALSE,Junior,3,Married,1,0,3,7,3,10,20,1,1,3
51,27,Public Transport,Marketing,Bachelor,2,Full-Time,Male,7,FALSE,Junior,8,Single,2,0,4,16,2,15,44,6,8,6
66,36,Public Transport,Marketing,Bachelor,2,Full-Time,Male,20,FALSE,Mid,8,Married,6,0,6,12,2,27,70,8,6,7
58,34,Public Transport,Marketing,Bachelor,2,Full-Time,Male,4,FALSE,Mid,3,Single,4,0,4,14,2,29,62,5,4,4
271,132,Public Transport,Marketing,Bachelor,7,Full-Time,Male,59,FALSE,Senior,17,Married,36,43,16,43,13,145,309,21,18,24
36,16,Public Transport,Marketing,Bachelor,1,Full-Time,Male,14,FALSE,Senior,4,Single,4,5,2,7,1,25,47,5,1,3
39,29,Public Transport,Marketing,Bachelor,1,Full-Time,Male,17,TRUE,Senior,4,Married,5,9,2,8,3,18,48,3,2,1
25,5,Public Transport,Marketing,Bachelor,1,Part-Time,Female,2,FALSE,Junior,4,Single,1,0,1,7,1,5,21,4,4,2
112,58,Public Transport,Marketing,Bachelor,3,Part-Time,Female,24,FALSE,Mid,8,Married,14,0,7,18,7,33,103,13,12,6
67,24,Public Transport,Marketing,Bachelor,2,Part-Time,Female,23,FALSE,Mid,8,Single,7,0,6,14,7,28,72,5,8,2
102,55,Public Transport,Marketing,Bachelor,3,Part-Time,Female,18,FALSE,Senior,12,Married,10,16,6,18,6,51,130,9,6,7
62,35,Public Transport,Marketing,Bachelor,2,Part-Time,Female,11,FALSE,Senior,10,Single,6,13,3,14,2,43,85,10,7,4
77,33,Public Transport,Marketing,Bachelor,2,Part-Time,Female,21,TRUE,Senior,6,Married,10,2,5,13,6,45,91,5,7,8
22,25,Public Transport,Marketing,Bachelor,1,Part-Time,Male,0,FALSE,Intern/Fresher,1,Single,0,0,1,6,3,22,10,4,2,4
38,20,Public Transport,Marketing,Bachelor,1,Part-Time,Male,1,FALSE,Mid,3,Single,5,0,1,8,1,14,30,5,1,3
49,18,Public Transport,Marketing,Bachelor,1,Part-Time,Other,23,FALSE,Lead,2,Single,9,9,3,5,2,25,62,5,5,5
49,19,Public Transport,Marketing,Bachelor,1,Part-Time,Other,15,FALSE,Mid,3,Single,9,0,2,7,1,12,38,2,3,1
41,27,Public Transport,Marketing,Bachelor,1,Part-Time,Other,7,TRUE,Senior,4,Single,6,4,3,8,1,20,44,3,4,4
101,101,Public Transport,Marketing,High School,4,Full-Time,Female,13,FALSE,Junior,16,Single,2,0,11,26,4,26,87,11,10,10
29,26,Public Transport,Marketing,High School,1,Full-Time,Female,7,TRUE,Junior,1,Married,2,0,2,5,1,9,24,4,1,5
45,16,Public Transport,Marketing,High School,2,Full-Time,Male,1,FALSE,Intern/Fresher,5,Single,0,0,4,15,2,51,20,3,2,6
23,25,Public Transport,Marketing,High School,1,Full-Time,Male,1,TRUE,Junior,4,Single,0,0,0,6,4,9,20,2,2,5
22,25,Public Transport,Marketing,High School,1,Full-Time,Other,0,FALSE,Junior,1,Single,0,0,1,6,2,10,20,1,2,3
22,23,Public Transport,Marketing,High School,1,Part-Time,Female,0,FALSE,Junior,3,Single,0,0,2,6,1,8,20,5,2,2
22,28,Public Transport,Marketing,High School,1,Part-Time,Male,0,TRUE,Intern/Fresher,2,Single,0,0,2,7,2,21,10,5,3,1
53,12,Public Transport,Marketing,Master,1,Contract,Female,26,TRUE,Lead,1,Married,10,4,3,7,3,21,63,2,5,5
46,9,Public Transport,Marketing,Master,1,Full-Time,Female,23,FALSE,Mid,5,Married,8,0,1,7,3,13,42,2,3,2
133,76,Public Transport,Marketing,Master,3,Full-Time,Female,34,FALSE,Senior,10,Married,21,18,5,19,5,63,138,12,12,9
49,24,Public Transport,Marketing,Master,1,Full-Time,Female,11,TRUE,Mid,4,Married,9,0,3,9,1,14,36,2,1,1
33,29,Public Transport,Marketing,Master,1,Full-Time,Female,3,TRUE,Senior,5,Single,3,9,2,8,2,22,42,4,4,1
38,15,Public Transport,Marketing,Master,1,Full-Time,Other,16,FALSE,Senior,3,Single,5,9,2,8,4,18,48,5,3,1
43,19,Public Transport,Marketing,Master,1,Part-Time,Female,21,FALSE,Senior,3,Single,7,7,1,7,3,19,50,5,2,4
47,15,Public Transport,Marketing,Master,1,Part-Time,Male,16,FALSE,Lead,1,Married,8,8,2,7,3,28,58,1,3,4
46,10,Public Transport,Marketing,PhD,1,Contract,Female,24,FALSE,Lead,4,Divorced,8,9,3,7,3,27,62,3,2,2
58,17,Public Transport,Marketing,PhD,1,Full-Time,Female,3,FALSE,Lead,4,Divorced,12,1,3,7,1,23,52,2,5,5
52,11,Public Transport,Marketing,PhD,1,Full-Time,Male,21,FALSE,Lead,2,Divorced,10,3,4,6,2,22,60,2,3,1
24,19,Public Transport,Operations,Bachelor,1,Contract,Female,2,FALSE,Junior,2,Single,0,0,3,7,1,7,21,2,4,2
40,18,Public Transport,Operations,Bachelor,1,Contract,Female,1,FALSE,Mid,3,Divorced,6,0,2,6,1,15,30,4,4,2
37,21,Public Transport,Operations,Bachelor,1,Contract,Female,15,FALSE,Mid,4,Married,5,0,1,8,1,12,38,5,1,2
74,31,Public Transport,Operations,Bachelor,2,Contract,Female,23,FALSE,Senior,9,Married,9,14,5,15,2,42,91,8,5,3
23,20,Public Transport,Operations,Bachelor,1,Contract,Male,1,FALSE,Intern/Fresher,1,Single,0,0,1,5,3,21,10,5,2,4
51,12,Public Transport,Operations,Bachelor,1,Contract,Male,6,FALSE,Lead,5,Married,9,4,2,6,1,20,53,5,5,3
34,20,Public Transport,Operations,Bachelor,1,Contract,Male,12,FALSE,Mid,2,Married,4,0,3,7,3,14,36,2,4,3
44,13,Public Transport,Operations,Bachelor,1,Contract,Male,22,FALSE,Mid,3,Single,7,0,2,6,4,10,41,3,3,4
81,27,Public Transport,Operations,Bachelor,2,Contract,Male,17,FALSE,Senior,6,Married,12,12,2,12,6,37,88,7,6,4
100,55,Public Transport,Operations,Bachelor,3,Contract,Other,30,FALSE,Mid,8,Single,10,0,8,18,8,34,105,7,6,7
25,29,Public Transport,Operations,Bachelor,1,Contract,Other,3,FALSE,Senior,5,Single,1,3,1,8,1,18,42,5,5,4
28,11,Public Transport,Operations,Bachelor,1,Full-Time,Female,6,FALSE,Junior,2,Married,2,0,4,7,1,6,23,2,3,5
161,110,Public Transport,Operations,Bachelor,6,Full-Time,Female,23,FALSE,Junior,21,Single,8,0,9,41,11,45,130,18,16,13
169,70,Public Transport,Operations,Bachelor,4,Full-Time,Female,51,FALSE,Mid,13,Married,25,0,6,26,10,54,146,12,13,17
40,21,Public Transport,Operations,Bachelor,1,Full-Time,Female,8,FALSE,Mid,1,Single,6,0,2,6,1,13,34,2,2,4
41,12,Public Transport,Operations,Bachelor,1,Full-Time,Female,19,FALSE,Senior,1,Divorced,6,2,3,7,3,25,50,2,1,1
371,153,Public Transport,Operations,Bachelor,9,Full-Time,Female,93,FALSE,Senior,35,Married,53,37,22,59,13,181,405,34,32,26
138,49,Public Transport,Operations,Bachelor,4,Full-Time,Female,34,FALSE,Senior,14,Single,16,23,9,26,6,75,178,4,10,10
26,5,Public Transport,Operations,Bachelor,1,Full-Time,Female,4,TRUE,Junior,1,Single,1,0,4,6,1,8,22,3,2,3
46,22,Public Transport,Operations,Bachelor,1,Full-Time,Female,14,TRUE,Mid,4,Married,8,0,1,6,1,10,37,3,4,1
27,10,Public Transport,Operations,Bachelor,1,Full-Time,Female,5,TRUE,Mid,3,Single,1,0,2,8,3,12,32,1,2,2
43,29,Public Transport,Operations,Bachelor,1,Full-Time,Female,13,TRUE,Senior,4,Married,7,7,3,7,3,18,46,4,5,1
57,39,Public Transport,Operations,Bachelor,2,Full-Time,Female,13,TRUE,Senior,5,Single,4,17,5,13,2,32,87,9,4,6
22,23,Public Transport,Operations,Bachelor,1,Full-Time,Male,0,FALSE,Intern/Fresher,1,Single,0,0,2,6,3,25,10,2,2,3
25,15,Public Transport,Operations,Bachelor,1,Full-Time,Male,3,FALSE,Junior,4,Married,1,0,4,8,3,8,22,2,4,1
78,69,Public Transport,Operations,Bachelor,3,Full-Time,Male,9,FALSE,Junior,7,Single,3,0,6,23,3,23,64,7,7,10
58,21,Public Transport,Operations,Bachelor,1,Full-Time,Male,23,FALSE,Lead,4,Divorced,12,6,2,7,1,24,62,4,5,3
86,36,Public Transport,Operations,Bachelor,2,Full-Time,Male,36,FALSE,Lead,6,Married,14,12,5,15,2,52,118,6,8,6
71,19,Public Transport,Operations,Bachelor,2,Full-Time,Male,25,FALSE,Mid,9,Married,8,0,2,12,5,25,73,7,8,3
81,58,Public Transport,Operations,Bachelor,3,Full-Time,Male,15,FALSE,Mid,11,Single,4,0,7,19,4,37,98,7,9,11
43,11,Public Transport,Operations,Bachelor,1,Full-Time,Male,21,FALSE,Senior,5,Divorced,7,9,3,8,3,19,50,2,4,5
354,184,Public Transport,Operations,Bachelor,9,Full-Time,Male,95,FALSE,Senior,33,Married,49,43,14,62,12,178,408,25,25,23
75,35,Public Transport,Operations,Bachelor,2,Full-Time,Male,31,FALSE,Senior,8,Single,10,8,4,15,3,43,95,8,9,7
22,15,Public Transport,Operations,Bachelor,1,Full-Time,Male,0,TRUE,Intern/Fresher,4,Single,0,0,2,6,1,21,10,4,5,4
74,24,Public Transport,Operations,Bachelor,2,Full-Time,Male,17,TRUE,Senior,7,Married,9,12,4,13,6,42,89,6,6,7
47,20,Public Transport,Operations,Bachelor,1,Full-Time,Other,18,FALSE,Lead,1,Single,8,8,1,6,2,27,59,2,2,3
